,0
399,0.3333333333333333
400,1.0
401,0.3333333333333333
402,1.0
403,0.3333333333333333
404,0.3333333333333333
405,0.6666666666666666
406,0.0
407,0.3333333333333333
408,0.3333333333333333
409,0.6666666666666666
410,0.3333333333333333
411,0.3333333333333333
412,0.3333333333333333
413,0.0
414,1.0
415,0.0
416,0.0
417,1.0
